normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,keywords,language,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,trial_registry_ids,publisher,mesh_terms,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,has_correction
normalized,compound and graph entity matched local registry,LSD,D2 receptor,,LSD,Dopamine D2 receptor (DRD2),,,,,D2 receptor,molecular_target,D2 receptor,target,True,10.3390/ijms17111953,d-Lysergic Acid Diethylamide (LSD) as a Model of Psychosis: Mechanism of Action and Pharmacology,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Danilo De Gregorio; Stefano Comai; Luca Posa; Gabriella Gobbi,2016,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"LSD binds human cloned D 2 (k i : 0.025 ± 0.0004 µM) receptor in HEK 293 cells [50, 51]",secondary_summary,full_text_seen,table,"Table 2, In Vitro Studies, D2 row",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",International Journal of Molecular Sciences,journal-article,2016-11-23,1422-0067,1661-6596,LSD | TAAR1 | atypical antipsychotics | dopamine | hallucinogens | psychosis | serotonin,eng,low,mechanistic,targets,label,alias,LSD,D2 receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""DRD2""}",Dopamine D2 receptor (DRD2),1.0,,MDPI AG,"Animals | Antipsychotic Agents / pharmacology | Behavior, Animal / drug effects | Disease Models, Animal | Dopamine / metabolism | Dopamine / pharmacology | Dorsal Raphe Nucleus / drug effects | Dorsal Raphe Nucleus / metabolism | Dorsal Raphe Nucleus / physiopathology | Drug Evaluation, Preclinical | Hallucinogens / metabolism | Hallucinogens / pharmacology | Humans | Lysergic Acid Diethylamide / metabolism | Lysergic Acid Diethylamide / pharmacology | Psychotic Disorders / drug therapy | Psychotic Disorders / metabolism | Psychotic Disorders / physiopathology | Rats | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Receptors, Dopamine / metabolism | Receptors, G-Protein-Coupled / metabolism | Receptors, Glutamate / metabolism | Serotonin Receptor Agonists / metabolism | Serotonin Receptor Agonists / pharmacology | Synaptic Transmission / drug effects | Ventral Tegmental Area / drug effects | Ventral Tegmental Area / metabolism | Ventral Tegmental Area / physiopathology | Trace Amine-Associated Receptors",,,,,,
entity_unmapped,graph entity `D4 receptor` did not match registry,LSD,D4 receptor,,LSD,,,,,,D4 receptor,molecular_target,D4 receptor,target,True,10.3390/ijms17111953,d-Lysergic Acid Diethylamide (LSD) as a Model of Psychosis: Mechanism of Action and Pharmacology,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Danilo De Gregorio; Stefano Comai; Luca Posa; Gabriella Gobbi,2016,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,Labelled LSD shows affinity for NIH3T3 fibroblast cells expressing the rat D 4 receptor (k i : 56 nM) [5],secondary_summary,full_text_seen,table,"Table 2, In Vitro Studies, D4 row",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",International Journal of Molecular Sciences,journal-article,2016-11-23,1422-0067,1661-6596,LSD | TAAR1 | atypical antipsychotics | dopamine | hallucinogens | psychosis | serotonin,eng,low,mechanistic,targets,label,,LSD,D4 receptor,needs_external_id_lookup,,{},{},,0.0,,MDPI AG,"Animals | Antipsychotic Agents / pharmacology | Behavior, Animal / drug effects | Disease Models, Animal | Dopamine / metabolism | Dopamine / pharmacology | Dorsal Raphe Nucleus / drug effects | Dorsal Raphe Nucleus / metabolism | Dorsal Raphe Nucleus / physiopathology | Drug Evaluation, Preclinical | Hallucinogens / metabolism | Hallucinogens / pharmacology | Humans | Lysergic Acid Diethylamide / metabolism | Lysergic Acid Diethylamide / pharmacology | Psychotic Disorders / drug therapy | Psychotic Disorders / metabolism | Psychotic Disorders / physiopathology | Rats | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Receptors, Dopamine / metabolism | Receptors, G-Protein-Coupled / metabolism | Receptors, Glutamate / metabolism | Serotonin Receptor Agonists / metabolism | Serotonin Receptor Agonists / pharmacology | Synaptic Transmission / drug effects | Ventral Tegmental Area / drug effects | Ventral Tegmental Area / metabolism | Ventral Tegmental Area / physiopathology | Trace Amine-Associated Receptors",,,,,,
normalized,compound and graph entity matched local registry,LSD,TAAR1 receptor,,LSD,TAAR1,,,,,TAAR1 receptor,molecular_target,TAAR1 receptor,target,True,10.3390/ijms17111953,d-Lysergic Acid Diethylamide (LSD) as a Model of Psychosis: Mechanism of Action and Pharmacology,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Danilo De Gregorio; Stefano Comai; Luca Posa; Gabriella Gobbi,2016,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,LSD binds the expressed rat TAAR 1 receptor on HEK-293 cells (k i : 0.8 µM) [59],secondary_summary,full_text_seen,table,"Table 2, In Vitro Studies, TAAR1 row",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",International Journal of Molecular Sciences,journal-article,2016-11-23,1422-0067,1661-6596,LSD | TAAR1 | atypical antipsychotics | dopamine | hallucinogens | psychosis | serotonin,eng,low,mechanistic,targets,label,alias,LSD,TAAR1 receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""TAAR1""}",TAAR1,1.0,,MDPI AG,"Animals | Antipsychotic Agents / pharmacology | Behavior, Animal / drug effects | Disease Models, Animal | Dopamine / metabolism | Dopamine / pharmacology | Dorsal Raphe Nucleus / drug effects | Dorsal Raphe Nucleus / metabolism | Dorsal Raphe Nucleus / physiopathology | Drug Evaluation, Preclinical | Hallucinogens / metabolism | Hallucinogens / pharmacology | Humans | Lysergic Acid Diethylamide / metabolism | Lysergic Acid Diethylamide / pharmacology | Psychotic Disorders / drug therapy | Psychotic Disorders / metabolism | Psychotic Disorders / physiopathology | Rats | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Receptors, Dopamine / metabolism | Receptors, G-Protein-Coupled / metabolism | Receptors, Glutamate / metabolism | Serotonin Receptor Agonists / metabolism | Serotonin Receptor Agonists / pharmacology | Synaptic Transmission / drug effects | Ventral Tegmental Area / drug effects | Ventral Tegmental Area / metabolism | Ventral Tegmental Area / physiopathology | Trace Amine-Associated Receptors",,,,,,
normalized,compound and graph entity matched local registry,LSD,TAAR1 receptor,,LSD,TAAR1,,,,,TAAR1 receptor,molecular_target,TAAR1 receptor,target,True,10.3390/ijms17111953,d-Lysergic Acid Diethylamide (LSD) as a Model of Psychosis: Mechanism of Action and Pharmacology,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Danilo De Gregorio; Stefano Comai; Luca Posa; Gabriella Gobbi,2016,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,LSD binds rat (k i : 0.45 ± 0.05 µM) and mouse (k i : 10 ± 2.9 µM) TAAR 1 receptor in HEK 293 cells [51],secondary_summary,full_text_seen,table,"Table 2, In Vitro Studies, TAAR1 row",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",International Journal of Molecular Sciences,journal-article,2016-11-23,1422-0067,1661-6596,LSD | TAAR1 | atypical antipsychotics | dopamine | hallucinogens | psychosis | serotonin,eng,low,mechanistic,targets,label,alias,LSD,TAAR1 receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""TAAR1""}",TAAR1,1.0,,MDPI AG,"Animals | Antipsychotic Agents / pharmacology | Behavior, Animal / drug effects | Disease Models, Animal | Dopamine / metabolism | Dopamine / pharmacology | Dorsal Raphe Nucleus / drug effects | Dorsal Raphe Nucleus / metabolism | Dorsal Raphe Nucleus / physiopathology | Drug Evaluation, Preclinical | Hallucinogens / metabolism | Hallucinogens / pharmacology | Humans | Lysergic Acid Diethylamide / metabolism | Lysergic Acid Diethylamide / pharmacology | Psychotic Disorders / drug therapy | Psychotic Disorders / metabolism | Psychotic Disorders / physiopathology | Rats | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Receptors, Dopamine / metabolism | Receptors, G-Protein-Coupled / metabolism | Receptors, Glutamate / metabolism | Serotonin Receptor Agonists / metabolism | Serotonin Receptor Agonists / pharmacology | Synaptic Transmission / drug effects | Ventral Tegmental Area / drug effects | Ventral Tegmental Area / metabolism | Ventral Tegmental Area / physiopathology | Trace Amine-Associated Receptors",,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,,,,,NMDA receptor,molecular_target,NMDA receptor,target,True,10.3390/ph16040634,Pharmacological Mechanism of Ketamine in Suicidal Behavior Based on Animal Models of Aggressiveness and Impulsivity: A Narrative Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Thi Mai Loan Nguyen; Fabrice Jollant; Laurent Tritschler; Romain Colle; Emmanuelle Corruble; Alain M. Gardier,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Ketamine, a glutamate NMDA receptor antagonist",secondary_summary,full_text_seen,abstract,Abstract,Narrative Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmaceuticals,journal-article,2023-04-21,1424-8247,,aggressiveness | antidepressant | endophenotype | impulsivity | ketamine | suicide,eng,low,mechanistic,targets,label,label,Ketamine,NMDA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,MDPI AG,,,,,,,
normalized,compound and graph entity matched local registry,"(R,S)-ketamine",NMDA receptor,,Ketamine,NMDA receptor,,,,,NMDA receptor,molecular_target,NMDA receptor,target,True,10.3390/ph16040634,Pharmacological Mechanism of Ketamine in Suicidal Behavior Based on Animal Models of Aggressiveness and Impulsivity: A Narrative Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Thi Mai Loan Nguyen; Fabrice Jollant; Laurent Tritschler; Romain Colle; Emmanuelle Corruble; Alain M. Gardier,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"(R,S)-ketamine is a non-competitive antagonist of the N-methyl-D-aspartate receptor (NMDA-R).",secondary_summary,full_text_seen,text,"C008, Main Pharmacological Properties of Ketamine",Narrative Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmaceuticals,journal-article,2023-04-21,1424-8247,,aggressiveness | antidepressant | endophenotype | impulsivity | ketamine | suicide,eng,low,mechanistic,targets,alias,label,"(R,S)-ketamine",NMDA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,MDPI AG,,,,,,,
normalized,compound and graph entity matched local registry,(R)-ketamine,NMDA receptor,,R-ketamine,NMDA receptor,,,,,NMDA receptor,molecular_target,NMDA receptor,target,True,10.3390/ph16040634,Pharmacological Mechanism of Ketamine in Suicidal Behavior Based on Animal Models of Aggressiveness and Impulsivity: A Narrative Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Thi Mai Loan Nguyen; Fabrice Jollant; Laurent Tritschler; Romain Colle; Emmanuelle Corruble; Alain M. Gardier,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"(R)-ketamine (or arketamine) [109] has displayed longer-lasting antidepressant-like effects than (S)-ketamine in preclinical models of anxiety/depression mice [110, 111] ; this was despite its four times lower affinity to NMDA-R when compared to (S)-ketamine [111] .",secondary_summary,full_text_seen,text,"C008, Main Pharmacological Properties of Ketamine",Narrative Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmaceuticals,journal-article,2023-04-21,1424-8247,,aggressiveness | antidepressant | endophenotype | impulsivity | ketamine | suicide,eng,low,mechanistic,targets,label,label,(R)-ketamine,NMDA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,MDPI AG,,,,,,,
normalized,compound and graph entity matched local registry,(S)-ketamine,NMDA receptor,,S-ketamine,NMDA receptor,,,,,NMDA receptor,molecular_target,NMDA receptor,target,True,10.3390/ph16040634,Pharmacological Mechanism of Ketamine in Suicidal Behavior Based on Animal Models of Aggressiveness and Impulsivity: A Narrative Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Thi Mai Loan Nguyen; Fabrice Jollant; Laurent Tritschler; Romain Colle; Emmanuelle Corruble; Alain M. Gardier,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"(R)-ketamine (or arketamine) [109] has displayed longer-lasting antidepressant-like effects than (S)-ketamine in preclinical models of anxiety/depression mice [110, 111] ; this was despite its four times lower affinity to NMDA-R when compared to (S)-ketamine [111] .",secondary_summary,full_text_seen,text,"C008, Main Pharmacological Properties of Ketamine",Narrative Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmaceuticals,journal-article,2023-04-21,1424-8247,,aggressiveness | antidepressant | endophenotype | impulsivity | ketamine | suicide,eng,low,mechanistic,targets,label,label,(S)-ketamine,NMDA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},NMDA receptor,1.0,,MDPI AG,,,,,,,
entity_unmapped,graph entity `NMDA receptor subunit GluN2B` did not match registry,"(R,S)-ketamine",NMDA receptor subunit GluN2B,,Ketamine,,,,,,NMDA receptor subunit GluN2B,molecular_target,NMDA receptor subunit GluN2B,target,True,10.3390/ph16040634,Pharmacological Mechanism of Ketamine in Suicidal Behavior Based on Animal Models of Aggressiveness and Impulsivity: A Narrative Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Thi Mai Loan Nguyen; Fabrice Jollant; Laurent Tritschler; Romain Colle; Emmanuelle Corruble; Alain M. Gardier,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.8,False,"NMDAR-GluN2B knockdown on Gad1expressing neurons blocks the antidepressant effects of ketamine in mice [121]. These results provide evidence for initial cellular triggers, neuronal cell types, and the specific NMDA-GluN2B receptor subtype involved in the antidepressant actions of (R,S)-ketamine.",secondary_summary,full_text_seen,text,"C008, Main Pharmacological Properties of Ketamine",Narrative Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmaceuticals,journal-article,2023-04-21,1424-8247,,aggressiveness | antidepressant | endophenotype | impulsivity | ketamine | suicide,eng,low,mechanistic,targets,alias,,"(R,S)-ketamine",NMDA receptor subunit GluN2B,needs_external_id_lookup,,{},{},,0.0,,MDPI AG,,,,,,,
normalized,compound and graph entity matched local registry,"(2R,6R)-hydroxynorketamine",AMPA receptor,,"(2R,6R)-hydroxynorketamine",AMPA receptor,,,,,AMPA receptor,molecular_target,AMPA receptor,target,True,10.3390/ph16040634,Pharmacological Mechanism of Ketamine in Suicidal Behavior Based on Animal Models of Aggressiveness and Impulsivity: A Narrative Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Thi Mai Loan Nguyen; Fabrice Jollant; Laurent Tritschler; Romain Colle; Emmanuelle Corruble; Alain M. Gardier,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"(2R,6R)-HNK would have antidepressant-like effects via a mechanism that does not involve a direct inhibition of NMDA-R but for its potential binding to AMPA-R and AMPA-R agonist properties [125] .",secondary_summary,full_text_seen,text,"C009, (R,S)-ketamine and AMPA receptor:",Narrative Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmaceuticals,journal-article,2023-04-21,1424-8247,,aggressiveness | antidepressant | endophenotype | impulsivity | ketamine | suicide,eng,low,mechanistic,targets,label,label,"(2R,6R)-hydroxynorketamine",AMPA receptor,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},AMPA receptor,1.0,,MDPI AG,,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,Opioid receptor,,Ketamine,mu opioid receptor (OPRM1),,,,,Opioid receptor,molecular_target,Opioid receptor,target,True,10.3390/ph16040634,Pharmacological Mechanism of Ketamine in Suicidal Behavior Based on Animal Models of Aggressiveness and Impulsivity: A Narrative Review,compound_target,,,secondary literature coverage,,,,,,,not_applicable,,,unknown,Thi Mai Loan Nguyen; Fabrice Jollant; Laurent Tritschler; Romain Colle; Emmanuelle Corruble; Alain M. Gardier,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Recently, Williams et al. (2018) showed that ketamine's acute antidepressant effect requires opioid receptor activation in adults with TRD [136] .",secondary_summary,full_text_seen,text,"C010, The opioid receptor activation hypothesis:",Narrative Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmaceuticals,journal-article,2023-04-21,1424-8247,,aggressiveness | antidepressant | endophenotype | impulsivity | ketamine | suicide,eng,low,mechanistic,targets,label,alias,Ketamine,Opioid receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""OPRM1""}",mu opioid receptor (OPRM1),1.0,,MDPI AG,,,,,,,
